result_type	original_text	perturbed_text	original_output	perturbed_output
Failed	among the year 's most intriguing explorations of alientation .	among the year 's most intriguing explorations of alientation .	1	1
Failed	the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet .	the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet .	1	1
Successful	the primitive force of this film seems to bubble up from the vast collective memory of the combatants .	the film's primordial force seems to be flowing out of the memory of the combatants.	1	0
Failed	the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .	the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing .	1	1
Successful	and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins .	if you don't cry for a couple of scenes, you have a frozen water in your veins.	1	0
Failed	a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .	a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .	1	1
Failed	the magic of the film lies not in the mysterious spring but in the richness of its performances .	the magic of the film lies not in the mysterious spring but in the richness of its performances .	1	1
Successful	-lrb- lawrence bounces -rrb- all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place .	-rb- lrb- la Coney Island is completely destroyed -rrb- he runs, dances, moistures, sweat and looks all over the stage and looks ridiculous in the eyes of the world.	1	0
Successful	what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts .	the main issue is the consequences of words and their complex emotions, which make terrorists' acts of violence.	1	0
Failed	crackerjack entertainment -- nonstop romance , music , suspense and action .	crackerjack entertainment -- nonstop romance , music , suspense and action .	1	1
Successful	with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap .	windtalkers is nothing but a sticky-sweet soap with a fierce Hollywood realism and a boundless character's path to sainthood.	0	1
Successful	in its best moments , resembles a bad high school production of grease , without benefit of song .	in the best of times, the bad comedy, without the song, resembles a very good high school film.	0	1
Successful	... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns .	"instead, they provoke a smile and a couple of unintentional humor, ""crossroads."""	0	1
Failed	worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .	worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .	1	1
Failed	if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth .	if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then esther 's story is a compelling quest for truth .	1	1
Failed	unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners .	unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners .	1	1
Failed	stultifyingly , dumbfoundingly , mind-numbingly bad .	stultifyingly , dumbfoundingly , mind-numbingly bad .	0	0
Failed	`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see .	`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see .	1	1
Successful	no telegraphing is too obvious or simplistic for this movie .	this movie is not going to telegraph too easily or simplify.	0	1
Failed	writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .	writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres .	1	1
Successful	... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport	... you're the same as a story about anyone who likes baseball, and the story has been the same in everyone who likes baseball.	1	0
Successful	one of the smartest takes on singles culture i 've seen in a long time .	for a long time I've never seen a smarter single culture.	1	0
Failed	it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .	it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .	0	0
Failed	this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .	this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against .	0	0
Successful	to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .	to underestimate just how dangerous entertainment like this can be, we must understand the idea of the other side of heaven.	0	1
Failed	it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .	it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience .	1	1
Successful	a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .	there's no need for a familiar ensemble to lift this intimate service.	0	1
Failed	lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .	lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .	1	1
Failed	my thoughts were focused on the characters .	my thoughts were focused on the characters .	1	1
Failed	it 's slow -- very , very slow .	it 's slow -- very , very slow .	0	0
Successful	though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class .	in fact, Leigh's casting of the workers who look like working-class is nearly obsolete.	1	0
Successful	should have been someone else -	he was someone else -	0	1
Successful	it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .	the school films, even the adaptation of Oliver Parker's movie, can't even withstand the constant, polished wit of its non-elite school films.	1	0
Successful	it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes .	it's as exciting as watching an egg timer, 93 minutes into an egg timer, but it's like a school-level show about how a bunch of weird and crazy things can connect to a glorious thing that's very exciting	0	1
Successful	indifferently implausible popcorn programmer of a movie .	it's a movie that's a film of a film.	0	1
Successful	even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy .	the best chef can't make a hotdog with more than a simple hotdog, and no one can make a better comedy than the best friend of Robert de Niro.	0	1
Failed	it 's fascinating to see how bettany and mcdowell play off each other .	it 's fascinating to see how bettany and mcdowell play off each other .	1	1
Successful	teen movies have really hit the skids .	they really hit the skids with a dozen films.	0	1
Failed	stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis .	stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , ` tis .	1	1
Successful	even on those rare occasions when the narrator stops yammering , miller 's hand often feels unsure .	even when the narrator stops talking, the mler's hand often feels uncertain.	0	1
Failed	every time you look , sweet home alabama is taking another bummer of a wrong turn .	every time you look , sweet home alabama is taking another bummer of a wrong turn .	0	0
Failed	it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .	it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .	1	1
Failed	a poignant , artfully crafted meditation on mortality .	a poignant , artfully crafted meditation on mortality .	1	1
Failed	one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .	one of the best films of the year with its exploration of the obstacles to happiness faced by five contemporary individuals ... a psychological masterpiece .	1	1
Successful	no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand .	director Sam Mendes is the latest film to be overlooked by the director of Oscar-winning Oscar winner Oscar-winning.	1	0
Failed	even if you do n't think -lrb- kissinger 's -rrb- any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .	even if you do n't think -lrb- kissinger 's -rrb- any more guilty of criminal activity than most contemporary statesmen , he 'd sure make a courtroom trial great fun to watch .	1	1
Failed	... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know .	... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know .	1	1
Successful	irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater .	Irwin is a man who can carry a dozen films, but he's got enough charisma and ambition to achieve something bigger.	0	1
Failed	instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .	instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life .	1	1
Failed	the film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .	the film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency .	0	0
Successful	though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining .	the actors and director of david ronn, neither the actor nor the director, did not try to make life, neither actor nor director, at the contradictory script of William Shatner and David Shelley, neither actor nor director, to breathe life into	0	1
Failed	woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .	woody allen 's latest is an ambling , broad comedy about all there is to love -- and hate -- about the movie biz .	1	1
Failed	there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .	there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .	0	0
Successful	as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .	paxton's casting his actor as a skeleton, a bone of frailty, as a black soul.	1	0
Successful	a gripping movie , played with performances that are all understated and touching .	a movie that takes care of performance, but it doesn't care about the touching.	1	0
Failed	too slow , too long and too little happens .	too slow , too long and too little happens .	0	0
Successful	plays like a volatile and overlong w magazine fashion spread .	it's like a magazine with a volatile, unbroken length.	0	1
Successful	attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .	they have a very heavy hand on this ensemble film to send a message, and they do so with such an emphasis on the audience that they've almost	0	1
Successful	it 's a demented kitsch mess -lrb- although the smeary digital video does match the muddled narrative -rrb- , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .	it's a bizarre digital cartoon -rrb- which is exactly what the average American would be looking for -rrb- and has more guts and energy than a lot of what would open it.	1	0
Successful	bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .	it's a little sad, the characters all the more touching when they refuse to apologize or commemorate themselves.	1	0
Successful	it is amusing , and that 's all it needs to be .	it's fun, but it's not necessary.	1	0
Failed	the characters are interesting and often very creatively constructed from figure to backstory .	the characters are interesting and often very creatively constructed from figure to backstory .	1	1
Failed	a taut psychological thriller that does n't waste a moment of its two-hour running time .	a taut psychological thriller that does n't waste a moment of its two-hour running time .	1	1
Failed	... is an arthritic attempt at directing by callie khouri .	... is an arthritic attempt at directing by callie khouri .	0	0
Successful	michael gerbosi 's script is economically packed with telling scenes .	Michael Gerbosi's script is full of scenes.	1	0
Successful	light years \/ several warp speeds \/ levels and levels of dilithium crystals better than the pitiful insurrection .	the rebel insurrection is a small, and the pitiful insurrection is much faster.	1	0
Failed	what was once original has been co-opted so frequently that it now seems pedestrian .	what was once original has been co-opted so frequently that it now seems pedestrian .	0	0
Failed	at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history .	at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history .	1	1
Failed	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave .	at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave .	0	0
Successful	partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show .	by the time you've watched the smattering of this sweet, eye-catching, rainbow-colored mixture, you realize that it's a movie, not a television show.	0	1
Failed	bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first .	bennett 's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch some body first .	1	1
Successful	jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .	for Jose Campanella, the book, which is self-centered, brimming with irony, sadness, and lyricism, is a little too sentimental, too sentimentally and lyrically alive.	1	0
Successful	... mafia , rap stars and hood rats butt their ugly heads in a regurgitation of cinematic violence that gives brutal birth to an unlikely , but likable , hero . '	mafia, rap music and hoodies, their ugly heads are held in a cruciform by the violent, cinematic violence that makes them a heroic, but heroic, character.	1	0
Failed	i got a headache watching this meaningless downer .	i got a headache watching this meaningless downer .	0	0
Failed	montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .	montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .	1	1
Failed	slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?	slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?	0	0
Successful	his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level .	often, it is done with an open-handed humor that is sometimes crude, often with a harsh or obvious joke, designed to provoke a shocked reaction.	0	1
Failed	big fat waste of time .	big fat waste of time .	0	0
Failed	it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .	it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .	0	0
Failed	a delightful coming-of-age story .	a delightful coming-of-age story .	1	1
Failed	binoche makes it interesting trying to find out .	binoche makes it interesting trying to find out .	1	1
Successful	the humor is forced and heavy-handed , and occasionally simply unpleasant .	it's often quite humorous, and sometimes even just nasty.	0	1
Failed	... a fun little timewaster , helped especially by the cool presence of jean reno .	... a fun little timewaster , helped especially by the cool presence of jean reno .	1	1
Failed	prurient playthings aside , there 's little to love about this english trifle .	prurient playthings aside , there 's little to love about this english trifle .	0	0
Failed	the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .	the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater .	1	1
Failed	as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .	as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .	1	1
Failed	director uwe boll and the actors provide scant reason to care in this crude '70s throwback .	director uwe boll and the actors provide scant reason to care in this crude '70s throwback .	0	0
Successful	the continued good chemistry between carmen and juni is what keeps this slightly disappointing sequel going , with enough amusing banter -- blessedly curse-free -- to keep both kids and parents entertained .	the mildly disappointing sequel, which is not only fun and mildly amusing, keeps the chemistry between carmen and juni - that's why the final is fun and mildly amusing - as a last resort.	1	0
Successful	puts a human face on a land most westerners are unfamiliar with .	it makes the country's inhabitants unfamiliar with human faces.	1	0
Successful	unflinchingly bleak and desperate	unwavering and desperate - the bleakness and despair.	0	1
Successful	the heavy-handed film is almost laughable as a consequence .	the film is nearly comical.	0	1
Failed	it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .	it has the charm of the original american road movies , feasting on the gorgeous , ramshackle landscape of the filmmaker 's motherland .	1	1
Failed	works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .	works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them .	0	0
Successful	verbinski implements every hack-artist trick to give us the ooky-spookies .	verbinski uses every trick of the ooky-spookiest to make us his own.	0	1
Successful	uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .	uncommonly elegant and amusing, but not much of a suspense, not enough questions to justify the self-belief.	0	1
Failed	as vulgar as it is banal .	as vulgar as it is banal .	0	0
Successful	i 'm just too bored to care .	I'm not gonna be bored anymore.	0	1
Failed	i had to look away - this was god awful .	i had to look away - this was god awful .	0	0
Failed	a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .	a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .	0	0
Failed	what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure .	what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure .	1	1
Failed	of course , by more objective measurements it 's still quite bad .	of course , by more objective measurements it 's still quite bad .	0	0
Successful	for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal .	this is the only reason for it, and that is why it deserves the medal of the stone wall.	1	0
Successful	scores no points for originality , wit , or intelligence .	for all the points, originality, intelligence and wisdom.	0	1
Failed	though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .	though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .	0	0
Failed	it 's a charming and often affecting journey .	it 's a charming and often affecting journey .	1	1
Successful	nervous breakdowns are not entertaining .	they don't make fun of nervous breakdowns.	0	1
Failed	this is a story of two misfits who do n't stand a chance alone , but together they are magnificent .	this is a story of two misfits who do n't stand a chance alone , but together they are magnificent .	1	1
Failed	atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues	atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues	1	1
Successful	as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor .	in the context of a series of popular television series, it makes a movie for the big screen, a movie that has a little bit of originality to it, the biggest of all of the bold originality of the seminal	0	1
Successful	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible .	he's one of those pictures of a hero that stoically plays, the wife is patient, the kids look great, but they don't look like enough to make a dream seem possible.	1	0
Failed	no way i can believe this load of junk .	no way i can believe this load of junk .	0	0
Failed	we know the plot 's a little crazy , but it held my interest from start to finish .	we know the plot 's a little crazy , but it held my interest from start to finish .	1	1
Failed	will amuse and provoke adventurous adults in specialty venues .	will amuse and provoke adventurous adults in specialty venues .	1	1
Successful	another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better .	except for the fact that the writing, acting and character development is much better.	1	0
Successful	byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama .	byler's characters are hidden, fascinating and fascinating, and he's never going to get them to be easy melodramatic.	1	0
Failed	the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .	the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original .	0	0
Failed	instead of hiding pinocchio from critics , miramax should have hidden it from everyone .	instead of hiding pinocchio from critics , miramax should have hidden it from everyone .	0	0
Failed	a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate .	a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate .	1	1
Failed	offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .	offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .	0	0
Failed	it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .	it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .	1	1
Successful	sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest .	sometimes the film doesn't seem like a movie, but a story the director was telling himself.	0	1
Failed	as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .	as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum , not even ms. redgrave 's noblest efforts can redeem it from hopeless sentimentality .	0	0
Successful	almost gags on its own gore .	his own blood almost glowed.	0	1
Successful	the film is quiet , threatening and unforgettable .	it's a silent, menacing and horrifying film.	1	0
Failed	... the movie is just a plain old monster .	... the movie is just a plain old monster .	0	0
Successful	sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos .	the greatest of all is Rebecca Romijn-Stamos, who will make you dream like a fantasy through a series of cheesy coincidences and voluptuous cheap.	0	1
Failed	displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .	displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential .	1	1
Failed	it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .	it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .	1	1
Failed	a strangely compelling and brilliantly acted psychological drama .	a strangely compelling and brilliantly acted psychological drama .	1	1
Successful	i 'll bet the video game is a lot more fun than the film .	I'm sure the game will be much more fun than the film.	0	1
Successful	every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable .	every nanosecond of the new guy reminds you that there's something else you can do with him.	0	1
Successful	the movie 's accumulated force still feels like an ugly knot tightening in your stomach .	the movie's accumulated power still seems like a dangerous knot in your chest.	0	1
Successful	a broad , melodramatic estrogen opera that 's pretty toxic in its own right .	a broad, dramatic and provocative estrogen that's a little toxic.	0	1
Successful	minority report is exactly what the title indicates , a report .	minority report is exactly what the report says.	1	0
Successful	the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting .	the film is a no-nonsense film, directed by Mick Jackson, with no cliche to the plot, characters straight out of the main cast.	0	1
Failed	like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .	like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well .	1	1
Failed	confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .	confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .	0	0
Successful	-lrb- e -rrb- ventually , every idea in this film is flushed down the latrine of heroism .	-lrb- rrb- a heroic response to all ideas in this movie.	0	1
Successful	this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms .	the dark side of American culture - racist and other ugly forms - is dealt with in this riveting story of the world war II morality drama.	0	1
Failed	first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .	first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .	1	1
Successful	while it 's genuinely cool to hear characters talk about early rap records -lrb- sugar hill gang , etc. -rrb- , the constant referencing of hip-hop arcana can alienate even the savviest audiences .	"while the habit of referring to hip-hop as ""arcana"" can alienate even the most reserved audience, it's really cool to hear the talk of early hip-hop records."	0	1
Failed	the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .	the far future may be awesome to consider , but from period detail to matters of the heart , this film is most transporting when it stays put in the past .	1	1
Failed	combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video .	combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video .	0	0
Failed	there 's no emotional pulse to solaris .	there 's no emotional pulse to solaris .	0	0
Successful	the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it .	it is true that there is no heart in the director of Scotland's Scottish director, and that is why it is a great job for him.	0	1
Successful	does paint some memorable images ... , but makhmalbaf keeps her distance from the characters	she has a great memory...... but the makhmalbaf will keep her out of the character	1	0
Failed	rare birds has more than enough charm to make it memorable .	rare birds has more than enough charm to make it memorable .	1	1
Successful	generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes .	generally, the time traveler's most extreme fantasies of being a different time traveler, while they kill 94 minutes.	1	0
Failed	dull , lifeless , and amateurishly assembled .	dull , lifeless , and amateurishly assembled .	0	0
Successful	the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy .	the filmmakers, who want to present the Biblical message of forgiveness, need not have the script's quality and humor to do it.	1	0
Failed	very bad .	very bad .	0	0
Failed	having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .	having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all .	1	1
Successful	a woman 's pic directed with resonance by ilya chaiken .	pictures of a woman's photo on the device by Ilya Chaiken.	1	0
Successful	mr. tsai is a very original artist in his medium , and what time is it there ?	Mr. Tsai is a master of his medium, and what time is it?	1	0
Successful	for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout .	at least 10 of the complete misses are for each laugh, which is a total of about 10 times, and many more are remarkably realistic, with a similar performance to a plastic doll.	0	1
Successful	a by-the-numbers patient\/doctor pic that covers all the usual ground	a patient / doctor / hospital picture that covers all of the usual area	0	1
Failed	a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan .	a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan .	0	0
Failed	why make a documentary about these marginal historical figures ?	why make a documentary about these marginal historical figures ?	0	0
Failed	burns never really harnesses to full effect the energetic cast .	burns never really harnesses to full effect the energetic cast .	0	0
Successful	oh come on .	come on, man, it's going to	0	1
Successful	even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting .	Kilmer seems to be preparing, rather than acting, even with the green and red fire on his shoulder.	0	1
Successful	its well of thorn and vinegar -lrb- and simple humanity -rrb- has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks .	similar to the flaw in the picture, the naive and purely human element of this picture is well stolen by similar operations that feature the intuitive and elegant form of this picture.	0	1
Successful	the notion that bombing buildings is the funniest thing in the world goes entirely unexamined in this startlingly unfunny comedy .	in this hilarious comedy, it's completely unserious, the idea that bombs are the best thing in the world.	0	1
Failed	at its worst , it implodes in a series of very bad special effects .	at its worst , it implodes in a series of very bad special effects .	0	0
Failed	and the lesson , in the end , is nothing new .	and the lesson , in the end , is nothing new .	0	0
Successful	... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller .	it's a classic spy movie, but it's a great role-playing scene of random moments from a popular movie about the CIA.	0	1
Failed	a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .	a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .	0	0
Successful	slick piece of cross-promotion .	a cross-promotion of junk.	1	0
Failed	sade is an engaging look at the controversial eponymous and fiercely atheistic hero .	sade is an engaging look at the controversial eponymous and fiercely atheistic hero .	1	1
Failed	deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises	deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises	1	1
Failed	a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .	a literate presentation that wonderfully weaves a murderous event in 1873 with murderous rage in 2002 .	1	1
Failed	for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .	for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .	1	1
Failed	birthday girl is an amusing joy ride , with some surprisingly violent moments .	birthday girl is an amusing joy ride , with some surprisingly violent moments .	1	1
Failed	a tender , witty , captivating film about friendship , love , memory , trust and loyalty .	a tender , witty , captivating film about friendship , love , memory , trust and loyalty .	1	1
Successful	while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .	the film's last scene, which has been subject to an unusually fast pace and confusingly clear story, may not satisfy all viewers, but it's too high-flying and transparent.	1	0
Successful	... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock .	in ten minutes, the whole thing is turned into a complete and utterly unvarnished - and for those who don't have a sweet tooth - a source	0	1
Failed	excessive , profane , packed with cartoonish violence and comic-strip characters .	excessive , profane , packed with cartoonish violence and comic-strip characters .	0	0
